"Work type","Work item ID","Parent","Epic Name","Summary","Description","Priority","Component","Story Points","Labels","Labels","Labels","Labels","Labels"
"Story","428","387","","Implement idempotency across booking and payment writes","A double-click, a retry or a flaky network must not produce two reservations or two charges.

*Acceptance criteria*
* Booking and payment operations accept and enforce an idempotency key.
* A repeated request with the same key returns the original result without a second side effect.
* Keys expire on a documented schedule.
* A test simulates duplicate submission and asserts a single booking and a single charge.

*Subtasks*
* Add the idempotency key store with TTL
* Enforce idempotency in the booking commitment endpoint
* Enforce idempotency in the payment intent endpoint
* Write duplicate-submission tests for both paths

_BRD reference: BR-13, FR-048_","Highest","Booking","5","epic-bkg","phase-3-booking","booking","payments",""
"Sub-task","429","428","","Add the idempotency key store with TTL","Subtask of: Implement idempotency across booking and payment writes

_Epic: Availability, Booking & Payments_","Highest","Booking","","epic-bkg","phase-3-booking","","",""
"Sub-task","430","428","","Enforce idempotency in the booking commitment endpoint","Subtask of: Implement idempotency across booking and payment writes

_Epic: Availability, Booking & Payments_","Highest","Booking","","epic-bkg","phase-3-booking","","",""
"Sub-task","431","428","","Enforce idempotency in the payment intent endpoint","Subtask of: Implement idempotency across booking and payment writes

_Epic: Availability, Booking & Payments_","Highest","Booking","","epic-bkg","phase-3-booking","","",""
"Sub-task","432","428","","Write duplicate-submission tests for both paths","Subtask of: Implement idempotency across booking and payment writes

_Epic: Availability, Booking & Payments_","Highest","Booking","","epic-bkg","phase-3-booking","","",""
"Story","433","387","","Implement the outbox pattern for reliable side effects","A booking confirmation must not be lost because an email provider was down at the wrong moment.

*Acceptance criteria*
* Side effects are written to an outbox in the same transaction as the state change.
* A worker publishes outbox entries with retry and backoff.
* A failed side effect never rolls back or duplicates the business transaction.
* Outbox depth and failure rate are observable.

*Subtasks*
* Implement the outbox table and transactional write
* Build the outbox publisher worker with retry and dead-lettering
* Wire booking events into the outbox
* Add outbox depth and failure metrics to monitoring

_BRD reference: FR-080, FR-083, migration 004_","High","Booking","5","epic-bkg","phase-3-booking","booking","architecture",""
"Sub-task","434","433","","Implement the outbox table and transactional write","Subtask of: Implement the outbox pattern for reliable side effects

_Epic: Availability, Booking & Payments_","High","Booking","","epic-bkg","phase-3-booking","","",""
"Sub-task","435","433","","Build the outbox publisher worker with retry and dead-lettering","Subtask of: Implement the outbox pattern for reliable side effects

_Epic: Availability, Booking & Payments_","High","Booking","","epic-bkg","phase-3-booking","","",""
"Sub-task","436","433","","Wire booking events into the outbox","Subtask of: Implement the outbox pattern for reliable side effects

_Epic: Availability, Booking & Payments_","High","Booking","","epic-bkg","phase-3-booking","","",""
"Sub-task","437","433","","Add outbox depth and failure metrics to monitoring","Subtask of: Implement the outbox pattern for reliable side effects

_Epic: Availability, Booking & Payments_","High","Booking","","epic-bkg","phase-3-booking","","",""
"Story","438","387","","Implement cancellation and refund eligibility","Eligibility is computed from the policy snapshot on the booking, not from whatever the policy says today.

*Acceptance criteria*
* Cancellation eligibility and any refund amount are computed from the booking's policy snapshot.
* A traveller sees the exact consequence before confirming a cancellation.
* A business cancellation requires a reason and triggers the refund or alternative workflow.
* Refund state is reflected in the booking state machine and in notifications.

*Subtasks*
* Implement the policy evaluation engine over snapshots
* Build the traveller cancellation flow with consequence preview
* Build the business cancellation flow with reason capture
* Implement refund initiation through the provider interface
* Write policy-evaluation tests across the full window matrix

_BRD reference: FR-047, BR-16, BR-15_","High","Booking","8","epic-bkg","phase-3-booking","booking","payments",""
"Sub-task","439","438","","Implement the policy evaluation engine over snapshots","Subtask of: Implement cancellation and refund eligibility

_Epic: Availability, Booking & Payments_","High","Booking","","epic-bkg","phase-3-booking","","",""
"Sub-task","440","438","","Build the traveller cancellation flow with consequence preview","Subtask of: Implement cancellation and refund eligibility

_Epic: Availability, Booking & Payments_","High","Booking","","epic-bkg","phase-3-booking","","",""
"Sub-task","441","438","","Build the business cancellation flow with reason capture","Subtask of: Implement cancellation and refund eligibility

_Epic: Availability, Booking & Payments_","High","Booking","","epic-bkg","phase-3-booking","","",""
"Sub-task","442","438","","Implement refund initiation through the provider interface","Subtask of: Implement cancellation and refund eligibility

_Epic: Availability, Booking & Payments_","High","Booking","","epic-bkg","phase-3-booking","","",""
"Sub-task","443","438","","Write policy-evaluation tests across the full window matrix","Subtask of: Implement cancellation and refund eligibility

_Epic: Availability, Booking & Payments_","High","Booking","","epic-bkg","phase-3-booking","","",""
"Story","444","387","","Build booking confirmations","An itemised confirmation generated from persisted data, in the user's language.

*Acceptance criteria*
* The confirmation itemises the booking, the price breakdown and the policies.
* It is generated from persisted booking and payment records, never from generated text.
* It is delivered by email and in-app and is retrievable later from the bookings list.
* It renders correctly in Arabic RTL.

*Subtasks*
* Build the confirmation document template in three languages
* Generate confirmations from persisted records only
* Deliver by email and in-app through the outbox
* Make confirmations retrievable from the bookings list

_BRD reference: FR-046, AC-11_","Highest","Booking","3","epic-bkg","phase-3-booking","booking","notifications",""
"Sub-task","445","444","","Build the confirmation document template in three languages","Subtask of: Build booking confirmations

_Epic: Availability, Booking & Payments_","Highest","Booking","","epic-bkg","phase-3-booking","","",""
"Sub-task","446","444","","Generate confirmations from persisted records only","Subtask of: Build booking confirmations

_Epic: Availability, Booking & Payments_","Highest","Booking","","epic-bkg","phase-3-booking","","",""
"Sub-task","447","444","","Deliver by email and in-app through the outbox","Subtask of: Build booking confirmations

_Epic: Availability, Booking & Payments_","Highest","Booking","","epic-bkg","phase-3-booking","","",""
"Sub-task","448","444","","Make confirmations retrievable from the bookings list","Subtask of: Build booking confirmations

_Epic: Availability, Booking & Payments_","Highest","Booking","","epic-bkg","phase-3-booking","","",""
"Story","449","387","","Prove that failed payments never produce confirmed bookings","The specific failure the BRD calls out: a timed-out or failed payment must not leave a confirmed paid booking behind.

*Acceptance criteria*
* A failed payment leaves the booking unconfirmed and the capacity released.
* A timed-out payment resolves deterministically through reconciliation.
* No code path can confirm a booking without a verified successful payment for paid inventory.
* Fault-injection tests cover failure, timeout and late-success cases.

*Subtasks*
* Write the fault-injection harness for payment outcomes
* Test the failed-payment path end to end
* Test the timeout-then-late-success path
* Verify capacity release on every failure path

_BRD reference: FR-048, AC-12, BR-14_","Highest","Booking","5","epic-bkg","phase-3-booking","payments","testing",""
